"RGI	Código no Mapa	Empreendimento	Edifício	Zona de Valor	Endereço	Bairro	Distrito	Região	Cidade	UF	CEP	Zoneamento	Setor	Quadra	Data Lançamento	Data Entrega	Data Ocupação	Data Projeto Aprovado	Tipologia	Classificação do tipo	Padrão	Status	Área Terreno	Área Total Construída	Torres	Nº de Elevadores	Registro de Incorporação	Infraestrutura	Grupo Incorporador Apelido	Grupo Incorporador	Incorporadora 1	Incorporadora 2	Incorporadora 3	Incorporadora 4	Construtora 1	Construtora 2	Vendedora 1	Vendedora 2	Vendedora 3	Vendedora 4	Banco	Unidade	Dormitórios	Suítes	Banheiros	Nº Vagas	Área Privativa	Área Total	Nº Total de Unidades	Nº Unidades por Pavimento	Nº de Pavimentos	Valor do Dolar no lançamento	(VMU)Preço de venda da unidade no lançamento	(VUV)Preço m2 privativo no lançamento	(VMU)Preço de venda da unidade atualizado INCC	(VUV)Preço m2 privativo atualizado INCC	(VMU)Preço de venda da unidade atualizado IGPM	(VUV)Preço m2 privativo atualizado IGPM	(VMU)Preço de venda da unidade atualizado CUB	(VUV)Preço m2 privativo atualizado CUB	(VMU)Preço de venda da unidade na data pesquisa	(VUV)Preço m2 privativo na data pesquisa	% Unidades Vendidas	% Unidades a Vender	Unidades Vendidas	Qtd em Estoque	VGV	Modalidade	Banco	Condições de pagamento	Responsabilidade do Comprador	Data Pesquisa";
"33914714	17	BOTANICO	BLOCO 1. BLOCO 2. BLOCO 3. BLOCO 4. BLOCO 5. BLOCO 6. BLOCO 7. BLOCO 8. BLOCO 9. BLOCO 10. BLOCO 11. BLOCO 12. BLOCO 13. BLOCO 14. BLOCO 15	SOROCABA - SP	AV ADAO PEREIRA DE CAMARGO. 532	VILA AEROPORTO	SEM DISTRITO		SOROCABA	SP	18066-020		0	0	41671	42767	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	10000		15	0		Quadra Poli-Esportiva. Churrasqueira. Espaco Gourmet. Playground. Fitness. Praca Chafariz.	JC MORAIS	JC MORAIS ASSESSORIA E EMPREENDIMENTOS IMOBILIARIOS LTDA	JC MORAIS ASSESSORIA E EMPREENDIMENTOS IMOBILIARIOS LTDA				JC MORAIS ASSESSORIA E EMPREENDIMENTOS IMOBILIARIOS LTDA		JC MORAIS ASSESSORIA E EMPREENDIMENTOS IMOBILIARIOS LTDA					2 DORMS	2	0	1	1	53.06	77.02	192	4	3	238.368	145000	2732.76	187342.41	3530.77	186056.96	3506.54	179051.89	3374.52	179780	3388.24	100	0	192	0	27840000	Preço Fechado				42811";
"39411417	18	BOUGANVILLE	(LOTEAMENTO FECHADO)	SOROCABA - SP	R SAO PAULO. 3720	JARDIM SANTA ROSALIA	SEM DISTRITO		SOROCABA	SP	18090-190		0	0	41640	43101	0	0	Loteamento		PADRAO MEDIO-S/ELEVADOR	PRONTO	218449.49		0	0		Academia. Quadra Poli-Esportiva. Salao de Festas. Playground.	FOC	FOC EMPREENDIMENTOS	FOC EMPREENDIMENTOS				FOC EMPREENDIMENTOS		ADALTO NEGOCIOS IMOBILIARIOS					LOTE	0	0	0	0	360	360	280	0	0	238.125	177984	494.4	230707.84	640.86	229258.13	636.83	220289.34	611.91	288000	800	942.857.142.857.143	571.428.571.428.572	264	16	49835520	Preço Fechado				43369";
"312561113	19	BOULEVARD IPANEMA	TORRE 1.2.3 (1° FASE)	SOROCABA - SP	AL ITAPORANGA. 0	VILA NOVA SOROCABA	SEM DISTRITO	INTERIOR	SOROCABA	SP	18070-690		0	0	41365	42064	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-S/ELEVADOR	PRONTO	9000		5	0		Quadra Poli-Esportiva. Espaco Gourmet. Playground.	DELGADO SETZES	DELGADO SETZER INCORPORADORA E CONSTRUTORA	DELGADO SETZER INCORPORADORA E CONSTRUTORA				DELGADO SETZER INCORPORADORA E CONSTRUTORA		DELGADO SETZER INCORPORADORA E CONSTRUTORA					2 DORMS	2	0	1	1	50	75	36	6	4	201.464	114390	2287.8	157721	3154.42	154687.88	3093.76	151380.02	3027.6	123000	2460	100	0	36	0	4118040	Preço Fechado				41722";
"312561113	19	BOULEVARD IPANEMA	TORRE 1.2.3 (1° FASE)	SOROCABA - SP	AL ITAPORANGA. 0	VILA NOVA SOROCABA	SEM DISTRITO	INTERIOR	SOROCABA	SP	18070-690		0	0	41365	42064	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-S/ELEVADOR	PRONTO	9000		5	0		Quadra Poli-Esportiva. Espaco Gourmet. Playground.	DELGADO SETZES	DELGADO SETZER INCORPORADORA E CONSTRUTORA	DELGADO SETZER INCORPORADORA E CONSTRUTORA				DELGADO SETZER INCORPORADORA E CONSTRUTORA		DELGADO SETZER INCORPORADORA E CONSTRUTORA					1 DORM	1	0	0	0	40	60	36	6	4	201.464	109633	2740.83	151162.05	3779.06	148255.06	3706.38	145084.76	3627.13	117885	2947.13	100	0	36	0	3946788	Preço Fechado				41722";
"312591113	19	BOULEVARD IPANEMA	TORRE 4.5 (2° FASE)	SOROCABA - SP	AL ITAPORANGA. 0	VILA NOVA SOROCABA	SEM DISTRITO		SOROCABA	SP	18070-690		0	0	41671	42064	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-S/ELEVADOR	PRONTO	9000		5	0		Quadra Poli-Esportiva. Espaco Gourmet. Playground.	DELGADO SETZES	DELGADO SETZER INCORPORADORA E CONSTRUTORA	DELGADO SETZER INCORPORADORA E CONSTRUTORA				DELGADO SETZER INCORPORADORA E CONSTRUTORA		DELGADO SETZER INCORPORADORA E CONSTRUTORA					1 DORM	1	0	1	0	40	60	24	6	4	238.368	124430	3110.75	160765.63	4019.14	159662.54	3991.56	153651.22	3841.28	117000	2925	100	0	24	0	2986320	Preço Fechado				41996";
"312591113	19	BOULEVARD IPANEMA	TORRE 4.5 (2° FASE)	SOROCABA - SP	AL ITAPORANGA. 0	VILA NOVA SOROCABA	SEM DISTRITO		SOROCABA	SP	18070-690		0	0	41671	42064	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-S/ELEVADOR	PRONTO	9000		5	0		Quadra Poli-Esportiva. Espaco Gourmet. Playground.	DELGADO SETZES	DELGADO SETZER INCORPORADORA E CONSTRUTORA	DELGADO SETZER INCORPORADORA E CONSTRUTORA				DELGADO SETZER INCORPORADORA E CONSTRUTORA		DELGADO SETZER INCORPORADORA E CONSTRUTORA					2 DORMS	2	0	1	1	50	75	24	6	4	238.368	129870	2597.4	167794.2	3355.88	166642.88	3332.86	160368.76	3207.38	130155	2603.1	100	0	24	0	3116880	Preço Fechado				41872";
"35490213	20	BRISA DO PARQUE	TORRE 1. TORRE 2. TORRE 3. TORRE 4. TORRE 5	SOROCABA - SP	R JOAO RIBEIRO DE BARROS. 700	VILA ODIM ANTAO	SEM DISTRITO	INTERIOR	SOROCABA	SP	18090-602		0	0	41426	42705	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	11067		5	2		Churrasqueira. Piscina Adulta. Salao de Festas. Salao de Jogos. Piscina Infantil. Playground. Fitness.	MULTIPLA	MULTIPLA ENGENHARIA LTDA	MULTIPLA ENGENHARIA LTDA				MULTIPLA ENGENHARIA LTDA		ITAPLAN IMOVEIS	R1 IMOVEIS				2 DORMS	2	0	1	1	49.25	73.87	280	4	14	217.296	131000	2659.9	174640.57	3546	175826.39	3570.08	163713.63	3324.14	137500	2791.88	100	0	280	0	36680000	Preço Fechado				41960";
"35490213	20	BRISA DO PARQUE	TORRE 1. TORRE 2. TORRE 3. TORRE 4. TORRE 5	SOROCABA - SP	R JOAO RIBEIRO DE BARROS. 700	VILA ODIM ANTAO	SEM DISTRITO	INTERIOR	SOROCABA	SP	18090-602		0	0	41426	42705	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	11067		5	2		Churrasqueira. Piscina Adulta. Salao de Festas. Salao de Jogos. Piscina Infantil. Playground. Fitness.	MULTIPLA	MULTIPLA ENGENHARIA LTDA	MULTIPLA ENGENHARIA LTDA				MULTIPLA ENGENHARIA LTDA		ITAPLAN IMOVEIS	R1 IMOVEIS				GARDEN	2	0	1	1	54.86	82.29	20	4	14	217.296	130560	2379.88	174054	3172.7	175235.83	3194.24	163163.75	2974.19	137100	2499.09	100	0	20	0	2611200	Preço Fechado				41899";
"370181214	21	BRISA DO PARQUE 2	TORRE 1. TORRE 2. TORRE 3. TORRE 4. TORRE 5	SOROCABA - SP	R JOAO RIBEIRO DE BARROS. 700	VILA ODIM ANTAO	SEM DISTRITO		SOROCABA	SP	18090-602		0	0	41974	42887	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	PRONTO	11992.81		5	2			MULTIPLA	MULTIPLA ENGENHARIA LTDA	MULTIPLA ENGENHARIA LTDA				MULTIPLA ENGENHARIA LTDA		BRASIL BROKERS SP	R1 IMOVEIS				GARDEN	2	0	1	1	58.38	98	20	4	14	263.633	159800	2737.24	195381.16	3346.72	199473.39	3416.81	186028.68	3186.52	172000	2946.21	100	0	20	0	3196000	Preço Fechado				42977";
"370181214	21	BRISA DO PARQUE 2	TORRE 1. TORRE 2. TORRE 3. TORRE 4. TORRE 5	SOROCABA - SP	R JOAO RIBEIRO DE BARROS. 700	VILA ODIM ANTAO	SEM DISTRITO		SOROCABA	SP	18090-602		0	0	41974	42887	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	PRONTO	11992.81		5	2			MULTIPLA	MULTIPLA ENGENHARIA LTDA	MULTIPLA ENGENHARIA LTDA				MULTIPLA ENGENHARIA LTDA		BRASIL BROKERS SP	R1 IMOVEIS				2 DORMS	2	0	1	1	53.09	77	280	4	14	263.633	158000	2976.08	193180.37	3638.74	197226.51	3714.95	183933.24	3464.56	170000	3202.11	100	0	280	0	44240000	Preço Fechado				42977";
"316961213	22	CANNES	BL 1. BL 2. BL 3	SOCORRO - SP	R ANTONIO PEREZ HERNANDEZ. 465	PARQUE CAMPOLIM	SEM DISTRITO		SOROCABA	SP	18048-115	ZR 2	0	0	41671	43709	0	0	Res. Vertical	MEDIO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	9990		3	6		Quadra Poli-Esportiva. Piscina Adulta. Salao de Festas. Salao de Jogos. Piscina Infantil. Sauna Seca. Playground. Fitness.	PLANETA	CONSTRUTORA PLANETA	CONSTRUTORA PLANETA				CONSTRUTORA PLANETA		CONSTRUTORA PLANETA					3 DORMS	3	1	2	2	92	138	180	4	16	238.368	440000	4782.61	568487.33	6179.21	564586.64	6136.81	543329.89	5905.76	605000	6576.09	777.777.777.777.778	222.222.222.222.222	140	40	79200000	Preço Fechado				43348";
"316961213	22	CANNES	BL 1. BL 2. BL 3	SOCORRO - SP	R ANTONIO PEREZ HERNANDEZ. 465	PARQUE CAMPOLIM	SEM DISTRITO		SOROCABA	SP	18048-115	ZR 2	0	0	41671	43709	0	0	Res. Vertical	MEDIO ALTO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	9990		3	6		Quadra Poli-Esportiva. Piscina Adulta. Salao de Festas. Salao de Jogos. Piscina Infantil. Sauna Seca. Playground. Fitness.	PLANETA	CONSTRUTORA PLANETA	CONSTRUTORA PLANETA				CONSTRUTORA PLANETA		CONSTRUTORA PLANETA					GARDEN	3	3	4	3	128	210.16	12	4	16	238.368	680000	5312.5	878571.32	6863.84	872542.99	6816.74	839691.64	6560.09	586000	4578.13	100	0	12	0	8160000	Preço Fechado				43168";
"36277716	23	CASTELLAMMARE		SOROCABA - SP	R PROFESSORA FRANCISCA DE QUEIROZ. 211	VILA INDEPENDENCIA	SEM DISTRITO		SOROCABA	SP	18040-325	ZC	0	0	41306	42826	0	0	Res. Vertical	MEDIO	PADRAO SUPERIOR-C/ELEVADOR	EM OBRAS	505.86		1	2		Churrasqueira. Espaco Gourmet. Salao de Festas.	CARDIERI	CONSTRUTORA CARDIERI	CONSTRUTORA CARDIERI				CONSTRUTORA CARDIERI		CARDIERI IMOBILIARIA ADMINISTRADORA					COB DUPLEX	3	3	4	2	160.27	240.4	2	2	12	197.325	470000	2932.55	656086.7	4093.63	637813.14	3979.61	624550.52	3896.86	470000	2932.55	100	0	2	0	940000	Preço de Custo				42614";
"36277716	23	CASTELLAMMARE		SOROCABA - SP	R PROFESSORA FRANCISCA DE QUEIROZ. 211	VILA INDEPENDENCIA	SEM DISTRITO		SOROCABA	SP	18040-325	ZC	0	0	41306	42826	0	0	Res. Vertical	MEDIO BAIXO	PADRAO SUPERIOR-C/ELEVADOR	EM OBRAS	505.86		1	2		Churrasqueira. Espaco Gourmet. Salao de Festas.	CARDIERI	CONSTRUTORA CARDIERI	CONSTRUTORA CARDIERI				CONSTRUTORA CARDIERI		CARDIERI IMOBILIARIA ADMINISTRADORA					3 DORMS	3	3	4	2	111	166.5	22	2	12	197.325	325000	2927.93	453676.97	4087.18	441041	3973.35	431870.04	3890.72	325000	2927.93	100	0	22	0	7150000	Preço de Custo				42614";
"38669217	24	CENTRO EMPRESARIAL METROPOLITANO	(LOTEAMENTO FECHADO COMERCIAL)	SOROCABA - SP	AV INDEPENDENCIA. 2060	IPORANGA	SEM DISTRITO		SOROCABA	SP	18087-101	ZI 1	0	0	42767	43252	0	0	Loteamento		PADRAO MEDIO-S/ELEVADOR	EM OBRAS	812441.93		0	0		Sala de Reuniao.	MGT	MGT BOLINA ENGENHARIA LTDA	MGT BOLINA ENGENHARIA LTDA				MGT BOLINA ENGENHARIA LTDA		MGT BOLINA ENGENHARIA LTDA					LOTE	0	0	0	0	1200	1200	167	0	0	310.359	696000	580	738153.98	615.13	728079.16	606.73	730988.17	609.16	820000	683.33	706.586.826.347.305	293.413.173.652.695	118	49	116232000	Preço Fechado				43348";
"39323713	25	CHATEAU PORTAL DA COLINA		SOROCABA - SP	R GIACOMO LONGOBARDI. 0	JARDIM EMILIA	SEM DISTRITO		SOROCABA	SP	18031-090		0	0	41395	42278	0	0	Res. Vertical	MEDIO	PADRAO SUPERIOR-C/ELEVADOR	EM OBRAS	1500		1	2		Piscina Adulta. Salao de Festas.	BRINK	BRINK INCORPORACOES E PARTICIPACOES	BRINK INCORPORACOES E PARTICIPACOES				BRINK INCORPORACOES E PARTICIPACOES		REIS IMOVEIS LTDA					3 DORMS	3	3	3	2	105	158	30	6	5	203.484	420000	4000	566345.07	5393.76	567933.24	5408.89	532191	5068.49	450000	4285.71	100	0	30	0	12600000	Preço Fechado				41821";
"32268218	26	COIMBRA		SOROCABA - SP	R DOUTOR AMERICO FIGUEIREDO. 6105	JARDIM SIMUS	SEM DISTRITO		SOROCABA	SP	18055-132	ZR 3	0	0	42856	43617	0	0	Res. Horizontal	ECONOMICO	PADRAO MEDIO-S/ELEVADOR	EM OBRAS	62000		0	0		Churrasqueira. Piscina Adulta. Salao de Festas. Piscina Infantil. Forno a Lenha. Playground. Pomar. Fitness.	MAGNUM	MAGNUM COMERCIAL E CONSTRUTORA LTDA	MAGNUM COMERCIAL E CONSTRUTORA LTDA				MAGNUM COMERCIAL E CONSTRUTORA LTDA		MAGNUM COMERCIAL E CONSTRUTORA LTDA	LGP CONSULTORIA DE BENS E IMOVEIS			CAIXA	2 DORMS	2	0	1	2	48	72	335	0	1	32.087	141024	2938	148424.87	3092.18	150538.98	3136.23	146694.35	3056.13	182100	3793.75	925.373.134.328.358	746.268.656.716.418	310	25	47243040	Preço Fechado	CAIXA			43349";
"316871213	27	COSTA ALMEIDA		SOROCABA - SP	R HUMBERTO NOTARI. 384	JARDIM GONCALVES	SEM DISTRITO		SOROCABA	SP	18016-430		0	0	41306	42064	0	0	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-C/ELEVADOR	PRONTO	1480.86		1	2		Salao de Festas.	JJ SILVA	JJ SILVA EMPREENDIMENTOS IMOBILIARIOS	JJ SILVA EMPREENDIMENTOS IMOBILIARIOS				JJ SILVA EMPREENDIMENTOS IMOBILIARIOS		RIBERA NEGOCIOS IMOBILIARIOS LTDA					3 DORMS	3	1	2	2	85.76	128.64	36	4	10	197.325	265647	3097.56	370824.39	4323.97	360496.06	4203.54	352999.94	4116.13	345000	4022.85	100	0	36	0	9563292	Preço Fechado				42825";
"37204916	28	DIJON		SOROCABA - SP	R ANTONIO PEREZ HERNANDEZ. 491	PARQUE CAMPOLIM	SEM DISTRITO		SOROCABA	SP	18048-115	ZR 2	0	0	42675	43800	0	0	Res. Vertical	ALTO	PADRAO SUPERIOR-C/ELEVADOR	EM OBRAS	8570		1	2		Quadra de Tennis. Piscina Adulta. Piscina Coberta. Salao de Festas. Salao de Jogos. Sauna Seca. Spa. Fitness. Piscina Climatizada.	PLANETA	CONSTRUTORA PLANETA	CONSTRUTORA PLANETA				CONSTRUTORA PLANETA		CONSTRUTORA PLANETA	LIBRA IMOVEIS E NEGOCIOS LTDA				4 DORMS	4	4	4	4	314	471	46	2	25	334.143	1913000	6092.36	2057546.21	6552.7	2026566.85	6454.04	2010345.76	6402.38	1940000	6178.34	543.478.260.869.565	456.521.739.130.435	25	21	87998000	Preço Fechado				43349";
"37204916	28	DIJON		SOROCABA - SP	R ANTONIO PEREZ HERNANDEZ. 491	PARQUE CAMPOLIM	SEM DISTRITO		SOROCABA	SP	18048-115	ZR 2	0	0	42675	43800	0	0	Res. Vertical	ALTO	PADRAO SUPERIOR-C/ELEVADOR	EM OBRAS	8570		1	2		Quadra de Tennis. Piscina Adulta. Piscina Coberta. Salao de Festas. Salao de Jogos. Sauna Seca. Spa. Fitness. Piscina Climatizada.	PLANETA	CONSTRUTORA PLANETA	CONSTRUTORA PLANETA				CONSTRUTORA PLANETA		CONSTRUTORA PLANETA	LIBRA IMOVEIS E NEGOCIOS LTDA				GARDEN	4	4	4	4	366	458	2	2	25	334.143	1916000	5234.97	2060772.89	5630.52	2029744.95	5545.75	2013498.42	5501.36	2030000	5546.45	100	0	2	0	3832000	Preço Fechado				43223";
"37204916	28	DIJON		SOROCABA - SP	R ANTONIO PEREZ HERNANDEZ. 491	PARQUE CAMPOLIM	SEM DISTRITO		SOROCABA	SP	18048-115	ZR 2	0	0	42675	43800	0	0	Res. Vertical	ALTO	PADRAO SUPERIOR-C/ELEVADOR	EM OBRAS	8570		1	2		Quadra de Tennis. Piscina Adulta. Piscina Coberta. Salao de Festas. Salao de Jogos. Sauna Seca. Spa. Fitness. Piscina Climatizada.	PLANETA	CONSTRUTORA PLANETA	CONSTRUTORA PLANETA				CONSTRUTORA PLANETA		CONSTRUTORA PLANETA	LIBRA IMOVEIS E NEGOCIOS LTDA				COBERTURA	4	4	4	6	559	688	2	2	25	334.143	3197000	5719.14	3438565.2	6151.28	3386792.59	6058.66	3359683.95	6010.17	3246000	5806.8	100	0	2	0	6394000	Preço Fechado				42773";
"34595316	29	DIVINA DALVA		SOROCABA - SP	R JOAO MARTINS CLARO. 288	JARDIM MARIA DO CARMO	SEM DISTRITO		SOROCABA	SP	18081-160	ZR 2	0	0	41426	42217	0	0	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-S/ELEVADOR	PRONTO	495		1	0			INVEST PART	INVESTIDOR PARTICULAR	INVESTIDOR PARTICULAR				INVESTIDOR PARTICULAR		AE PATRIMONIO CONSULTORES IMOBILIARIOS	CASABRANCA MERCADO IMOBILIARIO				2 DORMS	2	0	1	1	69.4	104.1	16	4	4	217.296	190000	2737.75	253295.49	3649.79	255015.38	3674.57	237447.25	3421.43	250000	3602.31	100	0	16	0	3040000	Preço Fechado				42453";
"32967418	30	DOC CAMPOLIM	BL 1. BL2	SOROCABA - SP	R ASSUNCAO. 415	JARDIM AMERICA	SEM DISTRITO		SOROCABA	SP	18046-715	ZC	0	0	43221	43952	0	0	Res. Vertical	MEDIO ALTO	PADRAO SUPERIOR-C/ELEVADOR	LANÇAMENTO	2623		2	2		Academia. Piscina Adulta. Piscina Coberta. Salao de Festas. Piscina Infantil. Brinquedoteca.	CRB	CRB INCORPORACAO E CONSTRUCAO LTDA	CRB INCORPORACAO E CONSTRUCAO LTDA				CRB INCORPORACAO E CONSTRUCAO LTDA		CRB IMOVEIS					3 DORMS	3	3	4	3	129	193.5	44	2	23	363.546	661000	5124.03	675006.75	5232.61	689989.87	5348.76	672649.19	5214.33	730000	5658.91	340.909.090.909.091	659.090.909.090.909	15	29	29084000	Preço Fechado				43349";
"32967418	30	DOC CAMPOLIM	BL 1. BL2	SOROCABA - SP	R ASSUNCAO. 415	JARDIM AMERICA	SEM DISTRITO		SOROCABA	SP	18046-715	ZC	0	0	43221	43952	0	0	Res. Vertical	MEDIO ALTO	PADRAO SUPERIOR-C/ELEVADOR	LANÇAMENTO	2623		2	2		Academia. Piscina Adulta. Piscina Coberta. Salao de Festas. Piscina Infantil. Brinquedoteca.	CRB	CRB INCORPORACAO E CONSTRUCAO LTDA	CRB INCORPORACAO E CONSTRUCAO LTDA				CRB INCORPORACAO E CONSTRUCAO LTDA		CRB IMOVEIS					GARDEN	3	2	3	2	199	298	2	2	23	363.546	799000	4015.08	815931	4100.16	834042.22	4191.17	813081.24	4085.84	799000	4015.08	50	50	1	1	1598000	Preço Fechado				43349";
"32967418	30	DOC CAMPOLIM	BL 1. BL2	SOROCABA - SP	R ASSUNCAO. 415	JARDIM AMERICA	SEM DISTRITO		SOROCABA	SP	18046-715	ZC	0	0	43221	43952	0	0	Res. Vertical	MEDIO ALTO	PADRAO SUPERIOR-C/ELEVADOR	LANÇAMENTO	2623		2	2		Academia. Piscina Adulta. Piscina Coberta. Salao de Festas. Piscina Infantil. Brinquedoteca.	CRB	CRB INCORPORACAO E CONSTRUCAO LTDA	CRB INCORPORACAO E CONSTRUCAO LTDA				CRB INCORPORACAO E CONSTRUCAO LTDA		CRB IMOVEIS					GARDEN	3	3	4	3	159	238.5	2	2	23	363.546	725000	4559.75	740362.93	4656.37	756796.76	4759.73	737777.1	4640.11	725000	4559.75	50	50	1	1	1450000	Preço Fechado				43349";
"32967418	30	DOC CAMPOLIM	BL 1. BL2	SOROCABA - SP	R ASSUNCAO. 415	JARDIM AMERICA	SEM DISTRITO		SOROCABA	SP	18046-715	ZC	0	0	43221	43952	0	0	Res. Vertical	MEDIO	PADRAO SUPERIOR-C/ELEVADOR	LANÇAMENTO	2623		2	2		Academia. Piscina Adulta. Piscina Coberta. Salao de Festas. Piscina Infantil. Brinquedoteca.	CRB	CRB INCORPORACAO E CONSTRUCAO LTDA	CRB INCORPORACAO E CONSTRUCAO LTDA				CRB INCORPORACAO E CONSTRUCAO LTDA		CRB IMOVEIS					2 DORMS	2	2	3	2	109	163.5	44	2	23	363.546	561000	5146.79	572887.73	5255.85	585604.11	5372.52	570886.83	5237.49	607000	5568.81	454.545.454.545.455	545.454.545.454.545	20	24	24684000	Preço Fechado				43349";
"32967418	30	DOC CAMPOLIM	BL 1. BL2	SOROCABA - SP	R ASSUNCAO. 415	JARDIM AMERICA	SEM DISTRITO		SOROCABA	SP	18046-715	ZC	0	0	43221	43952	0	0	Res. Vertical	MEDIO ALTO	PADRAO SUPERIOR-C/ELEVADOR	LANÇAMENTO	2623		2	2		Academia. Piscina Adulta. Piscina Coberta. Salao de Festas. Piscina Infantil. Brinquedoteca.	CRB	CRB INCORPORACAO E CONSTRUCAO LTDA	CRB INCORPORACAO E CONSTRUCAO LTDA				CRB INCORPORACAO E CONSTRUCAO LTDA		CRB IMOVEIS					PENTHOUSE	4	4	5	4	235	352.5	2	2	23	363.546	1180911	5025.15	1205934.79	5131.63	1232702.92	5245.54	1201722.88	5113.71	1180911	5025.15	100	0	2	0	2361822	Preço Fechado				43230";
"39298713	31	EASY LIFE HOME CLUB	ARUBA. BAHAMAS. CANCUN	SOROCABA - SP	R BELMIRA LOUREIRO DE ALMEIDA. 701	JARDIM RESIDENCIAL MARTINEZ	SEM DISTRITO	INTERIOR	SOROCABA	SP	18016-081		0	0	41426	42522	0	0	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-C/ELEVADOR	PRONTO	11510.31		3	2		Churrasqueira. Piscina Adulta. Espaco Gourmet. Salao de Festas. Salao de Jogos. Playground. Fitness.	VALORIZE	VALORIZE ENGENHARIA E CONSTRUCOES LTDA	VALORIZE ENGENHARIA E CONSTRUCOES LTDA				VALORIZE ENGENHARIA E CONSTRUCOES LTDA		CAPRI SOLUCOES IMOBILIARIAS				CAIXA	3 DORMS	3	1	2	1	59.21	89.23	108	14	8	217.296	183000	3090.69	243963.55	4120.3	245620.08	4148.28	228699.19	3862.5	198000	3344.03	100	0	108	0	19764000	Preço Fechado	CAIXA			41732";
"39298713	31	EASY LIFE HOME CLUB	ARUBA. BAHAMAS. CANCUN	SOROCABA - SP	R BELMIRA LOUREIRO DE ALMEIDA. 701	JARDIM RESIDENCIAL MARTINEZ	SEM DISTRITO	INTERIOR	SOROCABA	SP	18016-081		0	0	41426	42522	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	PRONTO	11510.31		3	2		Churrasqueira. Piscina Adulta. Espaco Gourmet. Salao de Festas. Salao de Jogos. Playground. Fitness.	VALORIZE	VALORIZE ENGENHARIA E CONSTRUCOES LTDA	VALORIZE ENGENHARIA E CONSTRUCOES LTDA				VALORIZE ENGENHARIA E CONSTRUCOES LTDA		CAPRI SOLUCOES IMOBILIARIAS				CAIXA	2 DORMS	2	0	1	1	47.92	69.23	216	14	8	217.296	139500	2911.1	185972.21	3880.89	187234.98	3907.24	174336.27	3638.07	150500	3140.65	100	0	216	0	30132000	Preço Fechado	CAIXA			41585";
"36435716	32	ECO PARK RESIDENCIAL	BLOCO 1. BLOCO 2. BLOCO 3. BLOCO 4. BLOCO 5	SOROCABA - SP	R COMENDADOR VICENTE AMARAL. 3055	JARDIM GUARUJA	SEM DISTRITO		SOROCABA	SP	18050-600	ZR 2	0	0	41671	42887	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	PRONTO	29916.02		5	2		Quadra Poli-Esportiva. Piscina Adulta. Salao de Festas. Piscina Infantil. Solarium. Playground.	ALAVANCA	CONSTRUTORA ALAVANCA S/A	CONSTRUTORA ALAVANCA S/A				CONSTRUTORA ALAVANCA S/A		FRIAS NETO CONSULTORIA DE IMOVEIS					2 DORMS	2	0	1	1	47	70.5	360	4	18	238.368	141368	3007.83	182649.81	3886.17	181396.55	3859.5	174566.95	3714.19	159100	3385.11	947.222.222.222.222	527.777.777.777.779	341	19	50892480	Preço Fechado				43349";
"39422417	33	EDIFICIO COLORADO	TORRE 1. TORRE 2	SOROCABA - SP	R PEDRO JOSE SENGER. 1903	VILA HARO	SEM DISTRITO		SOROCABA	SP	18015-000	ZR 2	0	0	42826	43435	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-S/ELEVADOR	EM OBRAS	545		1	0			EF CONSTRUTORA	EF CONSTRUTORA	EF CONSTRUTORA				EF CONSTRUTORA		IMOVEIS JULIANA E LUZIA					2 DORMS	2	0	1	1	56	84	8	4	4	313.557	158400	2828.57	167769.59	2995.88	167511.69	2991.28	166469.41	2972.67	184000	3285.71	37.5	62.5	3	5	1267200	Preço Fechado				43349";
